,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
11,VC_112_1,5,310.58707797541047,1043.3210265768898,0.2294004127245497,0.004635362246998614,2.6457513110645907,7.280109889280518,10,10,1.0,5.508592821672081,2,2,2,"Arthrobacter~phage~Mudcat,BeeP-11-2013_NODE_15_length_41656_cov_58_291012,BeeP-11-2013_NODE_46_length_16464_cov_16_247696,BeeP-Q2-2013_NODE_1_length_14516_cov_25_692361,Lactococcus~phage~1706"
12,VC_113_0,2,3.965435607517517,59.457983098467935,0.06252320812128166,0.08507608443334008,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"BeeP-11-2013_NODE_521_length_2737_cov_6_262030,BeeP-Q2-2013_NODE_5_length_4685_cov_16_679905"
13,VC_114_0,3,15.512670669860976,12.59873251973501,0.551828400924583,0.05010475592250727,2.8284271247461903,4.123105625617661,3,3,1.0,3.3171775834546167,1,1,1,"BP12_NODE_13_length_4753_cov_1_700561,BeeP-Q2-2013_NODE_2_length_10668_cov_13_893022,BeeP-Q2-2013_NODE_7_length_3310_cov_12_857408"
14,VC_115_0,4,1417.3609924521493,853.5907864129629,0.6241264150313499,4.846697170319888e-05,1.7320508075688772,2.23606797749979,6,6,1.0,1.90537006670107,1,1,1,"Lactococcus~phage~P078,Lactococcus~phage~P092,Lactococcus~phage~P118,Lactococcus~phage~P162"
15,VC_116_0,2,54.473330052240584,421.23032377139646,0.11451106085562271,0.04620603930147969,8.94427190999916,8.94427190999916,1,1,1.0,8.94427190999916,1,1,1,"Gordonia~phage~BritBrat,Gordonia~phage~GAL1"
16,VC_117_0,59,232779.8717241123,1323.9781382886442,0.9943444837021397,1.9613727264628815e-308,0.0,3.3166247903554,1711,1711,1.0,1.811562268324172,1,1,1,"Propionibacterium~phage~ATCC29399B_C,Propionibacterium~phage~ATCC29399B_T,Propionibacterium~phage~Attacne,Propionibacterium~phage~BruceLethal,Propionibacterium~phage~Enoki,Propionibacterium~phage~Kubed,Propionibacterium~phage~Lauchelly,Propionibacterium~phage~Moyashi,Propionibacterium~phage~MrAK,Propionibacterium~phage~Ouroboros,Propionibacterium~phage~P1.1,Propionibacterium~phage~P100D,Propionibacterium~phage~P100_1,Propionibacterium~phage~P100_A,Propionibacterium~phage~P101A,Propionibacterium~phage~P104A,Propionibacterium~phage~P105,Propionibacterium~phage~P14.4,Propionibacterium~phage~P9.1,Propionibacterium~phage~PA1-14,Propionibacterium~phage~PA6,Propionibacterium~phage~PAC1,Propionibacterium~phage~PAD20,Propionibacterium~phage~PAS50,Propionibacterium~phage~PHL009M11,Propionibacterium~phage~PHL010M04,Propionibacterium~phage~PHL025M00,Propionibacterium~phage~PHL030N00,Propionibacterium~phage~PHL041M10,Propionibacterium~phage~PHL055N00,Propionibacterium~phage~PHL060L00,Propionibacterium~phage~PHL067M10,Propionibacterium~phage~PHL070N00,Propionibacterium~phage~PHL071N05,Propionibacterium~phage~PHL082M00,Propionibacterium~phage~PHL085N00,Propionibacterium~phage~PHL092M00,Propionibacterium~phage~PHL095N00,Propionibacterium~phage~PHL111M01,Propionibacterium~phage~PHL112N00,Propionibacterium~phage~PHL113M01,Propionibacterium~phage~PHL114L00,Propionibacterium~phage~PHL116M00,Propionibacterium~phage~PHL132N00,Propionibacterium~phage~PHL141N00,Propionibacterium~phage~PHL150M00,Propionibacterium~phage~PHL152M00,Propionibacterium~phage~PHL171M01,Propionibacterium~phage~PHL179M00,Propionibacterium~phage~PHL199M00,Propionibacterium~phage~PHL301M00,Propionibacterium~phage~Pacnes~2012-15,Propionibacterium~phage~Pirate,Propionibacterium~phage~Procrass1,Propionibacterium~phage~QueenBey,Propionibacterium~phage~SKKY,Propionibacterium~phage~Solid,Propionibacterium~phage~Stormborn,Propionibacterium~phage~Wizzo"
17,VC_118_0,2,44.08958528429082,39.84656072629217,0.525275312006008,0.09521513191276199,6.782329983125268,6.782329983125268,1,1,1.0,6.782329983125268,1,1,1,"Rhizobium~phage~RR1-A,Rhizobium~phage~vB_RleM_PPF1"
18,VC_119_0,4,90.87590010798363,159.17057462307994,0.3634360380634233,0.0007514369162050519,1.7320508075688772,7.0,6,6,1.0,5.723932550196532,1,2,2,"BP49_NODE_20_length_5591_cov_0_722121,BeeP-11-2013_NODE_1192_length_1644_cov_3_581366,BeeP-11-2013_NODE_5_length_48957_cov_40_354664,Vibrio~phage~X29"
19,VC_11_0,2,1.8860882234314928,6.473370278495075,0.22562325334790698,0.36183680491588155,2.6457513110645907,2.6457513110645907,1,1,1.0,2.6457513110645907,1,1,1,"BeeP-11-2013_NODE_228_length_4732_cov_6_839957,BeeP-11-2013_NODE_412_length_3178_cov_5_161561"
20,VC_120_0,4,690.8562248546201,1977.827668244211,0.2588752555674211,1.6027703663386227e-05,2.8284271247461903,6.0,6,6,1.0,4.66227428133078,1,1,1,"Enterobacter~phage~Arya,Escherichia~phage~vB_EcoM-ep3,Escherichia~phage~vB_EcoM_ECO1230-10,Pseudomonas~phage~PPpW-3"
21,VC_122_0,3,386.0592582213918,1456.893890552057,0.2094786069186447,0.0016294473880541596,3.7416573867739413,4.358898943540674,3,3,1.0,3.9911798921740105,1,1,1,"Vibrio~phage~VHML,Vibrio~phage~VP585,Vibrio~phage~vB_VpaM_MAR"
22,VC_123_0,2,3.9786995796998137,67.01332879462237,0.05604431470419727,0.23998511054058058,5.0,5.0,1,1,1.0,5.0,1,2,2,"Azospirillum~phage~Cd,BP10_NODE_123_length_2866_cov_1_435701"
23,VC_124_0,5,694.5872719338649,2125.6624740780953,0.24628573157964545,3.748318831081432e-08,5.0,8.366600265340756,10,10,1.0,7.233503896187012,2,1,1,"Burkholderia~phage~Bcep176,Burkholderia~phage~KS9,Burkholderia~virus~phi1026b,Burkholderia~virus~phi6442,Burkholderia~virus~phiE125"
24,VC_125_0,6,1053.9902262913045,1070.106981589624,0.4962062105165145,1.0746136654090392e-10,4.0,7.745966692414834,15,15,1.0,6.46213925968429,1,1,1,"Enterobacteria~phage~SfV,Enterobacteria~phage~phiP27,Salmonella~phage~118970_sal3,Salmonella~phage~ST64B,Shigella~phage~SfII,Shigella~phage~SfIV"
25,VC_126_0,4,7.430704154291901,7.1663929552394645,0.5090535534931754,0.3555127035393643,0.0,2.8284271247461903,6,6,1.0,1.885618083164127,1,1,1,"BP10_NODE_1047_length_721_cov_0_283333,BeeP-11-2013_NODE_4937_length_725_cov_1_691358,BeeP-25-2013_NODE_53_length_3936_cov_28_064784,BeeP-35-2013_NODE_30_length_10752_cov_19_350817"
26,VC_127_0,2,18.938322477590905,15.21758547238076,0.5544669608938507,0.18554668476134878,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"BP10_NODE_10_length_11747_cov_2_158782,BeeP-17-2013_NODE_19_length_10229_cov_23_574370"
27,VC_128_0,2,3.8100698005500484,0,1.0,0.0,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"BP10_NODE_112_length_3003_cov_2_693269,BeeP-37-2013_NODE_9_length_10235_cov_11_050896"
28,VC_129_0,2,5.6643758423232295,9.415466086778794,0.37562567757369936,0.27014568730370997,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP10_NODE_131_length_2763_cov_1_689251,BP19_NODE_135_length_1814_cov_3_174838"
29,VC_12_0,3,5.945114941729642,262.31366980901225,0.022161864884513164,0.22973811492979096,2.23606797749979,3.4641016151377544,3,3,1.0,2.9000565308791812,1,1,1,"BeeP-11-2013_NODE_1237_length_1604_cov_2_810085,BeeP-11-2013_NODE_540_length_2667_cov_5_708108,BeeP-37-2013_NODE_11_length_9174_cov_24_826426"
30,VC_130_0,4,72.85685264837065,3491.8888604009467,0.020438162638548547,0.09036821502042897,2.23606797749979,3.605551275463989,6,6,1.0,3.0717291049483175,1,1,1,"BP10_NODE_41_length_6714_cov_2_134688,BP19_NODE_7_length_11792_cov_3_579985,BP27_NODE_11_length_4545_cov_1_663427,BeeP-17-2013_NODE_5_length_26794_cov_41_354606"
31,VC_131_0,2,23.359056344526532,2.622059841080828,0.8990782450473257,0.5,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"BP10_NODE_13_length_11265_cov_2_914034,BP19_NODE_5_length_13033_cov_6_983581"
32,VC_132_0,2,5.0623208125297445,2.602841741539912,0.6604322839627207,0.27014568730370997,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"BP10_NODE_144_length_2624_cov_0_505394,BeeP-35-2013_NODE_268_length_3020_cov_48_999320"
33,VC_133_0,12,581.8882829713567,931.2092869071375,0.38456758807568764,4.327879842356158e-10,1.0,6.557438524302,66,66,1.0,3.0475791020768273,1,1,1,"BP10_NODE_8_length_12499_cov_3_175634,BP24_NODE_420_length_1389_cov_0_523659,BP3_NODE_24_length_3434_cov_4_547540,BP46_NODE_29_length_3047_cov_2_180109,BeeP-11-2013_NODE_414_length_3168_cov_8_823358,BeeP-11-2013_NODE_60_length_13245_cov_11_725015,BeeP-25-2013_NODE_136_length_2488_cov_27_948569,BeeP-35-2013_NODE_507_length_2140_cov_9_573921,BeeP-35-2013_NODE_6_length_35076_cov_25_069488,BeeP-44-2013_NODE_125_length_1753_cov_8_683174,BeeP-44-2013_NODE_70_length_2293_cov_15_680505,BeeP-45-2013_NODE_43_length_2302_cov_7_641348"
34,VC_134_0,2,15.6541650858176,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP10_NODE_15_length_10999_cov_3_671539,BeeP-17-2013_NODE_10_length_16751_cov_22_569090"
35,VC_135_0,5,51.98160087899663,111.77573562794912,0.31743066898741257,0.41458800486970004,1.0,3.605551275463989,10,10,1.0,2.587514035776008,1,1,1,"BP10_NODE_167_length_2337_cov_1_171480,BP10_NODE_49_length_5857_cov_2_978208,BeeP-35-2013_NODE_208_length_3414_cov_10_340426,BeeP-35-2013_NODE_508_length_2133_cov_25_378891,BeeP-37-2013_NODE_21_length_6328_cov_13_938570"
36,VC_139_0,3,18.83840156586902,70.46372526172145,0.2109513203670842,0.171501704222634,1.4142135623730951,1.7320508075688772,3,3,1.0,1.626105059170283,1,1,1,"BeeP-11-2013_NODE_397_length_3255_cov_102_383260,BeeP-37-2013_NODE_167_length_1909_cov_10_145742,BeeP-39-2013_NODE_11_length_2731_cov_4_241145"
37,VC_13_0,2,2.8514624857013047,33.87308920273294,0.07764458256407587,0.15999804378377885,3.605551275463989,3.605551275463989,1,1,1.0,3.605551275463989,1,1,1,"BeeP-11-2013_NODE_6672_length_621_cov_3_034926,BeeP-11-2013_NODE_70_length_11802_cov_32_058849"
38,VC_140_0,20,2053.775432519122,1354.7713573254048,0.6025369634467599,1.6401261321835077e-29,1.0,4.58257569495584,190,190,1.0,2.8603631812653845,1,1,1,"BP10_NODE_59_length_5021_cov_1_584490,BP17_NODE_20_length_2310_cov_1_253084,BP1_NODE_8_length_5218_cov_2_280950,BP23_NODE_19_length_8425_cov_4_798892,BP24_NODE_49_length_2972_cov_1_146966,BP24_NODE_55_length_2922_cov_1_034630,BP28_NODE_2_length_3013_cov_1_036653,BP43_NODE_10_length_3827_cov_6_260389,BP48_NODE_17_length_3629_cov_1_165051,BP50_NODE_36_length_3256_cov_0_802552,BeeP-11-2013_NODE_234_length_4658_cov_19_071164,BeeP-11-2013_NODE_570_length_2579_cov_9_296163,BeeP-11-2013_NODE_92_length_9684_cov_27_709379,BeeP-25-2013_NODE_112_length_2864_cov_12_941155,BeeP-25-2013_NODE_71_length_3499_cov_9_428404,BeeP-25-2013_NODE_77_length_3407_cov_18_130030,BeeP-37-2013_NODE_33_length_5053_cov_27_856712,BeeP-38-2013_NODE_10_length_5804_cov_31_211978,BeeP-49-2013_NODE_118_length_2897_cov_8_412057,BeeP-49-2013_NODE_12_length_13086_cov_35_861096"
39,VC_141_0,4,99.69250469452831,214.92273430704904,0.31687118847421275,9.56811457259572e-05,2.23606797749979,3.872983346207417,6,6,1.0,3.0939762872932555,1,1,1,"BeeP-25-2013_NODE_65_length_3701_cov_11_567329,BeeP-38-2013_NODE_8_length_6967_cov_14_342525,BeeP-49-2013_NODE_18_length_8657_cov_38_129487,BeeP-49-2013_NODE_21_length_7817_cov_31_461370"
40,VC_144_0,2,3.3422160876352827,0,1.0,0.0,2.0,2.0,1,1,1.0,2.0,1,1,1,"BP10_NODE_19_length_9985_cov_1_363341,BP23_NODE_5_length_17242_cov_4_295894"
41,VC_145_0,5,298.0725818561263,702.7430934970392,0.2978296495515452,1.2438436082383816e-07,1.4142135623730951,3.872983346207417,10,10,1.0,2.667630401294548,1,1,1,"BeeP-11-2013_NODE_127_length_7197_cov_8_221067,BeeP-35-2013_NODE_31_length_10257_cov_86_170530,BeeP-35-2013_NODE_39_length_9293_cov_25_646484,BeeP-35-2013_NODE_55_length_7329_cov_11_474490,BeeP-49-2013_NODE_3_length_24640_cov_32_121524"
42,VC_146_0,6,865.6990849374079,2367.689618433299,0.2677374000951211,1.791245222679619e-10,1.7320508075688772,8.717797887081348,15,15,1.0,7.200296406029889,1,1,1,"Lactobacillus~phage~A2,Lactobacillus~phage~J-1,Lactobacillus~phage~Lc-Nu,Lactobacillus~phage~Lrm1,Lactobacillus~phage~PL-1,Lactobacillus~phage~phiAT3"
43,VC_148_0,3,374.879784730149,626.9956217480515,0.3741780487934414,0.001832342031596247,0.0,7.14142842854285,3,3,1.0,4.760952285695233,1,1,1,"Clostridium~phage~phiCT19406B,Clostridium~phage~phiCT453B,Clostridium~phage~phiCTC2B"
44,VC_149_0,6,117.0618823501525,66.71420108207694,0.6369810486973463,3.890939679354876e-05,1.4142135623730951,3.605551275463989,15,15,1.0,2.4800314631993414,1,1,1,"BP31_NODE_104_length_1189_cov_0_691011,BP43_NODE_19_length_2442_cov_0_986644,BeeP-11-2013_NODE_147_length_6465_cov_15_677833,BeeP-11-2013_NODE_94_length_9649_cov_23_741433,BeeP-35-2013_NODE_604_length_1938_cov_3_596454,BeeP-44-2013_NODE_3_length_9437_cov_20_662714"
45,VC_14_0,3,2.8983889760924697,35.06453242881666,0.07634789075315125,0.04311306325896148,1.0,1.4142135623730951,3,3,1.0,1.1380711874576983,1,1,1,"BP35_NODE_246_length_761_cov_0_582812,BeeP-11-2013_NODE_7815_length_577_cov_5_168000,BeeP-25-2013_NODE_157_length_2310_cov_8_106135"
46,VC_150_0,2,45.73738001606063,287.73304164488104,0.13715573269812945,0.046112042002140814,7.3484692283495345,7.3484692283495345,1,1,1.0,7.3484692283495345,1,2,2,"Deep-sea~thermophilic~phage~D6E,Geobacillus~virus~E2"
47,VC_151_0,3,56.63013329300951,1044.0629053565247,0.05144952434921396,0.019829043901886487,8.366600265340756,9.219544457292887,3,2,0.6666666666666666,8.710049489317058,1,1,1,"Lactococcus~phage~BM13,Lactococcus~phage~bIL285,Lactococcus~phage~bIL309"
48,VC_154_0,7,86.38793551294975,367.76419993734487,0.19021805419299764,0.25972137739858936,1.7320508075688772,3.605551275463989,21,21,1.0,2.9120427468342363,1,1,1,"BP10_NODE_206_length_1967_cov_1_039003,BP24_NODE_13_length_4443_cov_3_546506,BP46_NODE_14_length_4911_cov_2_442380,BP49_NODE_69_length_2545_cov_1_295792,BeeP-35-2013_NODE_342_length_2658_cov_3_927160,BeeP-37-2013_NODE_67_length_3471_cov_4_284915,BeeP-49-2013_NODE_39_length_5114_cov_13_276951"
49,VC_156_0,3,40.60580421317043,20.099825404257167,0.6688968464551295,0.060591636418731595,2.8284271247461903,3.3166247903554,3,3,1.0,3.15389223515233,1,1,1,"BP10_NODE_42_length_6707_cov_2_738081,BP19_NODE_11_length_7474_cov_3_916769,BeeP-17-2013_NODE_11_length_14885_cov_30_525864"
50,VC_157_0,3,15.595197441530289,1.1481644923640086,0.9314256899601667,0.18554668476134878,0.0,1.0,3,3,1.0,0.6666666666666666,1,1,1,"BP10_NODE_220_length_1866_cov_0_394269,BeeP-11-2013_NODE_1539_length_1408_cov_6_425244,BeeP-11-2013_NODE_3639_length_853_cov_5_115979"
51,VC_158_0,3,2.8983889760924697,0,1.0,1,1.0,1.4142135623730951,3,3,1.0,1.1380711874576983,1,1,1,"BP10_NODE_222_length_1855_cov_1_661476,BP27_NODE_61_length_2029_cov_2_614256,BP34_NODE_61_length_947_cov_0_277240"
52,VC_159_0,2,13.00879511214834,0,1.0,0.0,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"BP10_NODE_23_length_8719_cov_2_107932,BeeP-17-2013_NODE_17_length_10330_cov_22_509704"
53,VC_160_0,10,7062.27698963063,7742.290787338787,0.47703364907532075,3.7663389639369414e-30,1.0,4.795831523312719,45,45,1.0,3.813921125189555,1,1,1,"Escherichia~phage~EK99P-1,Escherichia~phage~Envy,Escherichia~phage~Gluttony,Escherichia~phage~HK578,Escherichia~phage~YD-2008.s,Escherichia~phage~slur05,Escherichia~virus~JL1,Escherichia~virus~SSL2009a,Shigella~phage~EP23,Sodalis~phage~SO1"
54,VC_161_0,2,3.965435607517517,11.83620011446581,0.2509509570582481,0.27014568730370997,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"BP10_NODE_271_length_1640_cov_0_830151,BeeP-44-2013_NODE_44_length_2828_cov_14_051981"
55,VC_162_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP10_NODE_278_length_1601_cov_0_325676,BeeP-05-2013_NODE_255_length_1354_cov_6_890368"
56,VC_163_0,2,11.501294559568574,33.41805243734563,0.2560432269943433,0.5,3.4641016151377544,3.4641016151377544,1,1,1.0,3.4641016151377544,1,1,1,"BP10_NODE_28_length_7743_cov_1_824849,BP46_NODE_9_length_5932_cov_1_514713"
57,VC_164_0,2,5.266435833704518,2.3548945320339354,0.6910126685204044,0.5,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"BP10_NODE_29_length_7682_cov_1_930829,BP19_NODE_19_length_5562_cov_4_698585"
58,VC_166_0,3,45.46762984293974,148.6005637228429,0.23428687106075283,0.046991651369819976,2.6457513110645907,3.3166247903554,3,3,1.0,2.9302677420553938,1,1,1,"BP23_NODE_39_length_4412_cov_3_300629,BP50_NODE_16_length_6024_cov_6_082670,BeeP-35-2013_NODE_212_length_3369_cov_15_016707"
59,VC_167_0,2,129.9951719921737,710.5447071626791,0.1546567571819215,0.045279052913317935,5.291502622129181,5.291502622129181,1,1,1.0,5.291502622129181,1,1,1,"BP10_NODE_2_length_40087_cov_5_014687,BP50_NODE_4_length_51643_cov_134_843310"
60,VC_168_0,2,7.7614830240501105,37.97079155402182,0.16971565695469798,0.07736446174268927,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP25_NODE_44_length_1587_cov_0_380628,BP50_NODE_87_length_2005_cov_1_213376"
61,VC_16_0,3,670.0666370990383,2484.2680412745,0.2124272486661254,0.0016023689785099981,1.0,6.6332495807108,3,3,1.0,4.7302293683376,1,1,1,"Pseudoalteromonas~phage~pYD6-A,Vibrio~phage~VBP32,Vibrio~phage~VBP47"
62,VC_171_0,3,13.707926498377468,57.69965959807799,0.19196736996348213,0.08545176011539873,2.6457513110645907,3.4641016151377544,3,3,1.0,2.9185347457556454,1,1,1,"BP10_NODE_69_length_4309_cov_0_454155,BeeP-37-2013_NODE_79_length_3129_cov_6_522936,BeeP-49-2013_NODE_93_length_3440_cov_5_708594"
63,VC_172_0,4,852.7407542822986,354.5886145061264,0.7063033305799875,6.0333521835033274e-05,4.58257569495584,6.244997998398398,6,6,1.0,5.562468554636534,1,1,1,"Burkholderia~virus~Bcep22,Burkholderia~virus~Bcepil02,Burkholderia~virus~Bcepmigl,Burkholderia~virus~DC1"
64,VC_175_0,2,5.6643758423232295,1.1481644923640086,0.8314630907184609,0.5,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP23_NODE_23_length_6376_cov_4_584333,BeeP-06-2013_NODE_133_length_1962_cov_4_110345"
65,VC_177_0,16,36000.0,78005.4974478619,0.31577424603110804,5.389362329741607e-74,3.3166247903554,9.695359714832659,120,101,0.8416666666666667,6.7856205807858885,1,1,1,"Bacillus~phage~BPS10C,Bacillus~phage~BPS13,Bacillus~phage~Belinda,Bacillus~phage~DIGNKC,Bacillus~phage~DirtyBetty,Bacillus~phage~Eyuki,Bacillus~phage~Hakuna,Bacillus~phage~Kida,Bacillus~phage~Megatron,Bacillus~phage~Nemo,Bacillus~phage~Nigalana,Bacillus~phage~NotTheCreek,Bacillus~phage~SageFayge,Bacillus~phage~SalinJah,Bacillus~phage~W.Ph.,Bacillus~phage~Zuko"
66,VC_177_1,4,1800.0,33240.04778630851,0.05136979295739799,1.3237757157367552e-05,3.7416573867739413,7.416198487095663,6,6,1.0,6.044893186969472,1,1,1,"Bacillus~phage~Bastille,Bacillus~phage~CAM003,Bacillus~phage~Evoli,Bacillus~phage~Hoody~T"
67,VC_177_11,2,300.0,14178.890192954173,0.020719820096846114,0.043194905267722045,8.366600265340756,8.366600265340756,1,1,1.0,8.366600265340756,1,1,1,"Bacillus~phage~Eldridge,Bacillus~phage~Moonbeam"
68,VC_177_2,5,3000.0,39536.636104215286,0.0705274388094527,5.912371896277332e-08,5.477225575051661,7.810249675906654,10,10,1.0,7.0859921434412385,1,1,1,"Bacillus~phage~AvesoBmore,Bacillus~phage~BigBertha,Bacillus~phage~Phrodo,Bacillus~phage~Riley,Bacillus~phage~Troll"
69,VC_177_3,2,300.0,17385.211252203317,0.01696332578230438,0.052130775612253315,8.306623862918075,8.306623862918075,1,1,1.0,8.306623862918075,1,1,1,"Bacillus~phage~B4,Bacillus~phage~Spock"
70,VC_177_5,2,300.0,15999.909572386656,0.018405010081051238,0.043186971428413254,5.477225575051661,5.477225575051661,1,1,1.0,5.477225575051661,1,1,1,"Bacillus~phage~BCP78,Bacillus~phage~TsarBomba"
71,VC_177_6,5,3000.0,37092.47480327454,0.07482700967501701,3.044438130231434e-08,6.708203932499369,9.643650760992955,10,8,0.8,8.330599417505002,1,1,1,"Bacillus~phage~BCP8-2,Bacillus~phage~Bcp1,Bacillus~phage~Deep~Blue,Bacillus~phage~JBP901,Bacillus~phage~vB_BceM_Bc431v3"
72,VC_177_7,3,900.0,20305.656744827767,0.0424415056241782,0.001456291948505732,5.5677643628300215,8.06225774829855,3,3,1.0,7.081931738997493,1,1,1,"Bacillus~phage~Bobb,Bacillus~phage~Bp8p-C,Bacillus~phage~phiAGATE"
73,VC_177_8,2,300.0,13726.907088183796,0.02138746611166468,0.04315630442368289,6.48074069840786,6.48074069840786,1,1,1.0,6.48074069840786,1,1,1,"Bacillus~phage~Grass,Bacillus~phage~phiNIT1"
74,VC_179_0,2,300.0,4627.675757056946,0.06088062908164538,0.043286483196061175,2.6457513110645907,2.6457513110645907,1,1,1.0,2.6457513110645907,1,1,1,"Bacillus~phage~CampHawk,Bacillus~virus~SPO1"
75,VC_17_0,8,7225.559416740611,8903.259860993483,0.44799059945544356,7.951255096717253e-19,0.0,3.605551275463989,28,28,1.0,2.499237100770987,1,1,1,"Pseudomonas~phage~DL64,Pseudomonas~phage~LIT1,Pseudomonas~phage~PEV2,Pseudomonas~phage~Pa2,Pseudomonas~phage~YH30,Pseudomonas~phage~YH6,Pseudomonas~phage~vB_PaeP_C2-10_Ab09,Pseudomonas~phage~vB_PaeP_MAG4"
76,VC_184_0,2,1.9700485038543007,5.641099630223295,0.25883723048744117,0.5,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP10_NODE_47_length_6020_cov_2_065774,BeeP-17-2013_NODE_25_length_5790_cov_15_597584"
77,VC_185_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP10_NODE_443_length_1176_cov_0_514692,BeeP-35-2013_NODE_5442_length_537_cov_1_232609"
78,VC_186_0,2,3.1873240513658794,0,1.0,0.0,2.449489742783178,2.449489742783178,1,1,1.0,2.449489742783178,1,1,1,"BP10_NODE_45_length_6208_cov_1_436340,BP1_NODE_37_length_2578_cov_0_557184"
